fact_check_id,post_id,claim_lang,ocr_lang,pair_lang
10520,17512,,"[('deu', 0.8313844799995422), ('ceb', 0.16861552000045776)]","(None, [('deu', 0.8313844799995422), ('ceb', 0.16861552000045776)])"
10529,12908,,,"(None, None)"
10535,9136,,,"(None, None)"
10537,3364,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
10545,2556,,"[('hin', 1.0)]","(None, [('hin', 1.0)])"
10564,8204,,,"(None, None)"
10597,3045,,"[('kor', 0.8281914591789246)]","(None, [('kor', 0.8281914591789246)])"
10597,26656,,"[('kor', 0.8019493818283081), ('eng', 0.036089204251766205)]","(None, [('kor', 0.8019493818283081), ('eng', 0.036089204251766205)])"
10597,26710,,"[('kor', 0.8000286221504211), ('eng', 0.035794246941804886)]","(None, [('kor', 0.8000286221504211), ('eng', 0.035794246941804886)])"
10613,4674,,,"(None, nan)"
10637,9839,,,"(None, None)"
10639,13589,,"[('fra', 0.8641852736473083), ('eng', 0.06740239262580872), ('bm', 0.035334255546331406), ('ee', 0.009680335409939289), ('nld', 0.009017661213874817), ('eu', 0.0024482959415763617), ('sw', 0.002420030767098069), ('fy', 0.002217259258031845)]","(None, [('fra', 0.8641852736473083), ('eng', 0.06740239262580872), ('bm', 0.035334255546331406), ('ee', 0.009680335409939289), ('nld', 0.009017661213874817), ('eu', 0.0024482959415763617), ('sw', 0.002420030767098069), ('fy', 0.002217259258031845)])"
10639,13590,,"[('fra', 0.8641852736473083), ('eng', 0.06740239262580872), ('bm', 0.035334255546331406), ('ee', 0.009680335409939289), ('nld', 0.009017661213874817), ('eu', 0.0024482959415763617), ('sw', 0.002420030767098069), ('fy', 0.002217259258031845)]","(None, [('fra', 0.8641852736473083), ('eng', 0.06740239262580872), ('bm', 0.035334255546331406), ('ee', 0.009680335409939289), ('nld', 0.009017661213874817), ('eu', 0.0024482959415763617), ('sw', 0.002420030767098069), ('fy', 0.002217259258031845)])"
10640,6875,,"[('eng', 0.8717460036277771), ('so', 0.0439220666885376), ('slk', 0.025642914697527885)]","(None, [('eng', 0.8717460036277771), ('so', 0.0439220666885376), ('slk', 0.025642914697527885)])"
10640,11852,,,"(None, None)"
10652,2550,,"[('hin', 1.0)]","(None, [('hin', 1.0)])"
10656,3614,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
10666,14140,,,"(None, None)"
10666,14141,,,"(None, None)"
10666,14142,,,"(None, None)"
10689,10471,,,"(None, None)"
10695,12920,,,"(None, None)"
10756,310,,"[('hin', 1.0)]","(None, [('hin', 1.0)])"
10758,20733,,"[('fra', 0.7488631010055542), ('eng', 0.2511368989944458)]","(None, [('fra', 0.7488631010055542), ('eng', 0.2511368989944458)])"
10782,4686,,,"(None, nan)"
10788,24525,,"[('eng', 0.7401424646377563)]","(None, [('eng', 0.7401424646377563)])"
10807,23572,,,"(None, None)"
10821,20464,,"[('eng', 0.9591361284255981), ('eng', 0.017468534409999847), ('spa', 0.00712279649451375), ('por', 0.00606565922498703), ('su', 0.004630579613149166)]","(None, [('eng', 0.9591361284255981), ('eng', 0.017468534409999847), ('spa', 0.00712279649451375), ('por', 0.00606565922498703), ('su', 0.004630579613149166)])"
10822,13272,,"[('eng', 0.7861848473548889), ('mt', 0.10342368483543396)]","(None, [('eng', 0.7861848473548889), ('mt', 0.10342368483543396)])"
10822,21716,,,"(None, nan)"
10822,27317,,"[('eng', 0.5334233641624451), ('spa', 0.39991119503974915), ('hbs', 0.016586866229772568), ('af', 0.007459369022399187)]","(None, [('eng', 0.5334233641624451), ('spa', 0.39991119503974915), ('hbs', 0.016586866229772568), ('af', 0.007459369022399187)])"
10824,13273,,"[('fra', 0.9900913834571838), ('eng', 0.006383037194609642)]","(None, [('fra', 0.9900913834571838), ('eng', 0.006383037194609642)])"
10826,7125,,"[('eng', 0.8406456112861633), ('ceb', 0.06301429867744446)]","(None, [('eng', 0.8406456112861633), ('ceb', 0.06301429867744446)])"
10826,19208,,,"(None, nan)"
10827,5400,,,"(None, nan)"
10829,8811,,"[('eng', 0.7809481024742126), ('uz', 0.06184574216604233), ('kri', 0.04399452731013298)]","(None, [('eng', 0.7809481024742126), ('uz', 0.06184574216604233), ('kri', 0.04399452731013298)])"
10834,16656,,,"(None, nan)"
10848,18371,,,"(None, None)"
10859,169,,"[('eng', 0.7882071137428284), ('cy', 0.06160670518875122), ('co', 0.012845633551478386)]","(None, [('eng', 0.7882071137428284), ('cy', 0.06160670518875122), ('co', 0.012845633551478386)])"
10859,1503,,"[('eng', 0.7519159913063049), ('cy', 0.07895961403846741), ('fra', 0.02262257970869541)]","(None, [('eng', 0.7519159913063049), ('cy', 0.07895961403846741), ('fra', 0.02262257970869541)])"
10859,2274,,"[('eng', 0.7890952825546265), ('cy', 0.07577092945575714), ('co', 0.0166127011179924)]","(None, [('eng', 0.7890952825546265), ('cy', 0.07577092945575714), ('co', 0.0166127011179924)])"
10890,7845,,"[('deu', 0.9791785478591919)]","(None, [('deu', 0.9791785478591919)])"
10891,7041,,,"(None, None)"
10895,12968,,,"(None, None)"
10897,12480,,"[('pol', 0.9363628029823303), ('eng', 0.03179905563592911)]","(None, [('pol', 0.9363628029823303), ('eng', 0.03179905563592911)])"
10897,19754,,"[('pol', 0.9819524884223938), ('sv', 0.018047483637928963)]","(None, [('pol', 0.9819524884223938), ('sv', 0.018047483637928963)])"
10908,20344,,,"(None, None)"
10908,25675,,,"(None, nan)"
10909,12083,,"[('fra', 0.6803992986679077), ('eng', 0.2150385081768036), ('la', 0.012502294033765793), ('slk', 0.005485835950821638)]","(None, [('fra', 0.6803992986679077), ('eng', 0.2150385081768036), ('la', 0.012502294033765793), ('slk', 0.005485835950821638)])"
10909,13663,,"[('fra', 0.7077445387840271), ('eng', 0.2180192619562149)]","(None, [('fra', 0.7077445387840271), ('eng', 0.2180192619562149)])"
10927,21201,,"[('eng', 0.9544286727905273)]","(None, [('eng', 0.9544286727905273)])"
10957,28062,,"[('slk', 0.6461578607559204), ('por', 0.11129538714885712), ('eng', 0.07531030476093292), ('ga', 0.03997287526726723), ('lt', 0.03881232440471649)]","(None, [('slk', 0.6461578607559204), ('por', 0.11129538714885712), ('eng', 0.07531030476093292), ('ga', 0.03997287526726723), ('lt', 0.03881232440471649)])"
10980,4705,,,"(None, nan)"
10987,20441,,,"(None, None)"
10990,20958,,,"(None, None)"
11021,1853,,"[('eng', 0.9614921808242798)]","(None, [('eng', 0.9614921808242798)])"
11021,1854,,"[('eng', 0.9618611335754395)]","(None, [('eng', 0.9618611335754395)])"
11021,21598,,,"(None, nan)"
11034,992,,"[('eng', 0.9764536619186401)]","(None, [('eng', 0.9764536619186401)])"
11042,1331,,"[('fra', 0.9841334223747253), ('eng', 0.008812597021460533), ('hun', 0.007053965236991644)]","(None, [('fra', 0.9841334223747253), ('eng', 0.008812597021460533), ('hun', 0.007053965236991644)])"
11042,13343,,,"(None, None)"
11079,1319,,"[('por', 0.945422351360321)]","(None, [('por', 0.945422351360321)])"
11079,9028,,"[('por', 1.0)]","(None, [('por', 1.0)])"
11079,14509,,,"(None, nan)"
11080,593,,"[('por', 0.6376247406005859), ('spa', 0.09614167362451553)]","(None, [('por', 0.6376247406005859), ('spa', 0.09614167362451553)])"
11080,1645,,"[('por', 0.8771542906761169), ('eng', 0.12284570932388306)]","(None, [('por', 0.8771542906761169), ('eng', 0.12284570932388306)])"
11080,3799,,"[('por', 0.8754636645317078), ('eng', 0.12453632056713104)]","(None, [('por', 0.8754636645317078), ('eng', 0.12453632056713104)])"
11081,14201,,"[('por', 0.6392872929573059), ('spa', 0.09534074366092682)]","(None, [('por', 0.6392872929573059), ('spa', 0.09534074366092682)])"
11090,9159,,,"(None, None)"
11108,12388,,"[('eng', 0.8758737444877625), ('fra', 0.06882855296134949)]","(None, [('eng', 0.8758737444877625), ('fra', 0.06882855296134949)])"
11114,14020,,"[('fra', 0.9886546730995178)]","(None, [('fra', 0.9886546730995178)])"
11120,15599,,,"(None, nan)"
11120,15699,,,"(None, nan)"
11121,3402,,,"(None, None)"
11144,10887,,"[('eng', 0.8957474827766418), ('af', 0.02970714308321476)]","(None, [('eng', 0.8957474827766418), ('af', 0.02970714308321476)])"
11149,331,,"[('eng', 0.738680899143219)]","(None, [('eng', 0.738680899143219)])"
11166,26648,,,"(None, None)"
11437,25975,,,"(None, nan)"
11501,23437,,,"(None, None)"
11501,23438,,,"(None, None)"
11550,576,,"[('eng', 0.9922481179237366), ('ilo', 0.00775188347324729)]","(None, [('eng', 0.9922481179237366), ('ilo', 0.00775188347324729)])"
11550,19201,,,"(None, nan)"
11699,21162,,,"(None, None)"
11734,834,,"[('por', 0.8874691128730774)]","(None, [('por', 0.8874691128730774)])"
11734,18310,,"[('por', 0.887725293636322)]","(None, [('por', 0.887725293636322)])"
11744,24177,,,"(None, None)"
11744,24178,,,"(None, None)"
11758,20101,,"[('spa', 0.5825406908988953), ('eng', 0.2738814055919647), ('por', 0.04803236573934555)]","(None, [('spa', 0.5825406908988953), ('eng', 0.2738814055919647), ('por', 0.04803236573934555)])"
11764,3156,,,"(None, None)"
11764,8607,,"[('por', 0.9678111672401428), ('eng', 0.032188814133405685)]","(None, [('por', 0.9678111672401428), ('eng', 0.032188814133405685)])"
11764,19888,,"[('por', 0.8719080686569214), ('eng', 0.12809191644191742)]","(None, [('por', 0.8719080686569214), ('eng', 0.12809191644191742)])"
11765,4896,,,"(None, nan)"
11765,4897,,,"(None, nan)"
11765,14979,,,"(None, nan)"
11780,1265,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
11797,5891,,,"(None, nan)"
11797,6249,,"[('fra', 0.8526805639266968), ('eng', 0.05719861388206482), ('lb', 0.027018629014492035), ('por', 0.01015473436564207)]","(None, [('fra', 0.8526805639266968), ('eng', 0.05719861388206482), ('lb', 0.027018629014492035), ('por', 0.01015473436564207)])"
11808,15118,,,"(None, nan)"
11808,17631,,"[('eng', 0.7019485235214233), ('nor', 0.15468205511569977)]","(None, [('eng', 0.7019485235214233), ('nor', 0.15468205511569977)])"
11808,21589,,,"(None, nan)"
11815,1594,,"[('por', 0.7861812710762024), ('eng', 0.05520334839820862), ('sv', 0.015878597274422646)]","(None, [('por', 0.7861812710762024), ('eng', 0.05520334839820862), ('sv', 0.015878597274422646)])"
11815,15523,,,"(None, nan)"
11815,15822,,,"(None, nan)"
11815,18465,,,"(None, nan)"
11815,20559,,"[('por', 0.8236405849456787), ('eng', 0.04772661253809929), ('ha', 0.02542395144701004), ('ku', 0.016062647104263306)]","(None, [('por', 0.8236405849456787), ('eng', 0.04772661253809929), ('ha', 0.02542395144701004), ('ku', 0.016062647104263306)])"
11828,5067,,,"(None, nan)"
11828,15078,,,"(None, nan)"
11829,21379,,"[('eng', 0.9943419694900513), ('vi', 0.00242405291646719)]","(None, [('eng', 0.9943419694900513), ('vi', 0.00242405291646719)])"
11833,6354,,,"(None, None)"
11847,18564,,,"(None, nan)"
11847,19605,,"[('eng', 0.8920493125915527), ('zu', 0.041603509336709976)]","(None, [('eng', 0.8920493125915527), ('zu', 0.041603509336709976)])"
11873,4820,,,"(None, nan)"
11875,7123,,,"(None, None)"
11875,7124,,"[('eng', 0.7457343339920044)]","(None, [('eng', 0.7457343339920044)])"
11875,11834,,,"(None, None)"
11896,994,,"[('eng', 0.7641055583953857)]","(None, [('eng', 0.7641055583953857)])"
11972,9706,,"[('por', 0.7948023080825806), ('eng', 0.10685192048549652), ('mi', 0.04029042646288872)]","(None, [('por', 0.7948023080825806), ('eng', 0.10685192048549652), ('mi', 0.04029042646288872)])"
11978,4229,,,"(None, nan)"
12042,687,,"[('por', 0.9223621487617493), ('eng', 0.07763787358999252)]","(None, [('por', 0.9223621487617493), ('eng', 0.07763787358999252)])"
12042,25652,,,"(None, nan)"
12049,2123,,"[('por', 0.47953158617019653), ('fra', 0.4328464865684509), ('eng', 0.017171192914247513)]","(None, [('por', 0.47953158617019653), ('fra', 0.4328464865684509), ('eng', 0.017171192914247513)])"
12049,19934,,"[('por', 0.47956758737564087), ('fra', 0.43283194303512573), ('la', 0.017021363601088524)]","(None, [('por', 0.47956758737564087), ('fra', 0.43283194303512573), ('la', 0.017021363601088524)])"
12049,20194,,"[('por', 0.47905227541923523), ('fra', 0.43326321244239807), ('eng', 0.017171600833535194)]","(None, [('por', 0.47905227541923523), ('fra', 0.43326321244239807), ('eng', 0.017171600833535194)])"
12050,2123,,"[('por', 0.47953158617019653), ('fra', 0.4328464865684509), ('eng', 0.017171192914247513)]","(None, [('por', 0.47953158617019653), ('fra', 0.4328464865684509), ('eng', 0.017171192914247513)])"
12050,17206,,,"(None, nan)"
12050,19934,,"[('por', 0.47956758737564087), ('fra', 0.43283194303512573), ('la', 0.017021363601088524)]","(None, [('por', 0.47956758737564087), ('fra', 0.43283194303512573), ('la', 0.017021363601088524)])"
12050,20194,,"[('por', 0.47905227541923523), ('fra', 0.43326321244239807), ('eng', 0.017171600833535194)]","(None, [('por', 0.47905227541923523), ('fra', 0.43326321244239807), ('eng', 0.017171600833535194)])"
12056,16176,,,"(None, nan)"
12091,5841,,,"(None, nan)"
12117,16642,,,"(None, nan)"
12120,4180,,,"(None, nan)"
12222,4546,,,"(None, nan)"
12222,12036,,"[('eng', 0.6019459366798401)]","(None, [('eng', 0.6019459366798401)])"
12222,12195,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
12223,7172,,"[('eng', 0.8699297904968262), ('msa', 0.046460770070552826), ('cat', 0.03789408132433891)]","(None, [('eng', 0.8699297904968262), ('msa', 0.046460770070552826), ('cat', 0.03789408132433891)])"
12231,5766,,,"(None, nan)"
12260,25630,,,"(None, nan)"
12294,10357,,"[('por', 0.902902364730835), ('eng', 0.08227149397134781), ('ron', 0.00923877116292715)]","(None, [('por', 0.902902364730835), ('eng', 0.08227149397134781), ('ron', 0.00923877116292715)])"
12294,17064,,,"(None, nan)"
12302,2159,,"[('por', 0.9078443050384521)]","(None, [('por', 0.9078443050384521)])"
12302,10375,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
12303,4834,,,"(None, nan)"
12303,9091,,"[('por', 0.8089128136634827), ('spa', 0.08711695671081543), ('eng', 0.03391600772738457)]","(None, [('por', 0.8089128136634827), ('spa', 0.08711695671081543), ('eng', 0.03391600772738457)])"
12303,17205,,,"(None, nan)"
12305,2328,,"[('msa', 0.9449604749679565)]","(None, [('msa', 0.9449604749679565)])"
12310,4146,,,"(None, nan)"
12310,8482,,,"(None, None)"
12310,11222,,,"(None, None)"
12310,11256,,,"(None, None)"
12310,19127,,,"(None, nan)"
12402,2812,,,"(None, None)"
12419,24054,,,"(None, None)"
12441,15196,,,"(None, nan)"
12442,22486,,,"(None, nan)"
12442,22490,,,"(None, nan)"
12443,4844,,,"(None, nan)"
12444,10383,,"[('por', 0.9819400310516357)]","(None, [('por', 0.9819400310516357)])"
12444,10385,,,"(None, None)"
12444,12159,,,"(None, None)"
12444,16372,,,"(None, nan)"
12511,5078,,,"(None, nan)"
12511,27723,,"[('eng', 0.8470005393028259)]","(None, [('eng', 0.8470005393028259)])"
12526,11351,,,"(None, None)"
12526,13843,,,"(None, None)"
12526,19684,,,"(None, None)"
12532,13941,,"[('eng', 0.9767427444458008)]","(None, [('eng', 0.9767427444458008)])"
12532,26966,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
12544,19839,,,"(None, None)"
12566,24373,,,"(None, None)"
12594,4864,,,"(None, nan)"
12617,10914,,,"(None, None)"
12617,20735,,,"(None, None)"
12621,20054,,,"(None, None)"
12627,5692,,,"(None, nan)"
12627,18362,,"[('eng', 0.9894530177116394)]","(None, [('eng', 0.9894530177116394)])"
12648,1532,,"[('por', 0.9742792844772339), ('lv', 0.01351186167448759)]","(None, [('por', 0.9742792844772339), ('lv', 0.01351186167448759)])"
12648,4946,,,"(None, nan)"
12648,4947,,,"(None, nan)"
12687,4868,,,"(None, nan)"
12687,4869,,,"(None, nan)"
12687,4870,,,"(None, nan)"
12698,2907,,"[('spa', 0.8354330062866211), ('eng', 0.0649392157793045), ('sv', 0.055533818900585175), ('ita', 0.04409393295645714)]","(None, [('spa', 0.8354330062866211), ('eng', 0.0649392157793045), ('sv', 0.055533818900585175), ('ita', 0.04409393295645714)])"
12698,6426,,"[('spa', 0.8364534378051758), ('por', 0.12242086231708527)]","(None, [('spa', 0.8364534378051758), ('por', 0.12242086231708527)])"
12698,15388,,,"(None, nan)"
12698,26905,,,"(None, None)"
12709,4871,,,"(None, nan)"
12709,6499,,"[('eng', 0.9046015739440918), ('sw', 0.03196219354867935), ('nld', 0.02168821357190609)]","(None, [('eng', 0.9046015739440918), ('sw', 0.03196219354867935), ('nld', 0.02168821357190609)])"
12709,15678,,,"(None, nan)"
12718,2778,,"[('spa', 0.8159214854240417), ('por', 0.15276095271110535), ('eng', 0.031317535787820816)]","(None, [('spa', 0.8159214854240417), ('por', 0.15276095271110535), ('eng', 0.031317535787820816)])"
12718,4872,,,"(None, nan)"
12718,9728,,"[('spa', 0.8625279664993286), ('por', 0.039302945137023926), ('eo', 0.022127753123641014), ('eng', 0.020902011543512344), ('fra', 0.014969322830438614), ('lt', 0.005317302420735359)]","(None, [('spa', 0.8625279664993286), ('por', 0.039302945137023926), ('eo', 0.022127753123641014), ('eng', 0.020902011543512344), ('fra', 0.014969322830438614), ('lt', 0.005317302420735359)])"
12742,19192,,,"(None, nan)"
12757,3325,,"[('por', 0.9446555972099304), ('eng', 0.049332428723573685)]","(None, [('por', 0.9446555972099304), ('eng', 0.049332428723573685)])"
12757,9014,,"[('por', 0.9454725980758667), ('eng', 0.05452737957239151)]","(None, [('por', 0.9454725980758667), ('eng', 0.05452737957239151)])"
12757,10020,,"[('por', 0.9463231563568115), ('eng', 0.05367685481905937)]","(None, [('por', 0.9463231563568115), ('eng', 0.05367685481905937)])"
12762,5668,,,"(None, nan)"
12762,25827,,,"(None, nan)"
12764,14213,,,"(None, None)"
12764,15617,,,"(None, nan)"
12764,18815,,,"(None, nan)"
12765,17038,,,"(None, nan)"
12771,10358,,,"(None, None)"
12777,8145,,,"(None, None)"
12777,8146,,"[('fil', 0.6081393957138062), ('eng', 0.329744428396225), ('sv', 0.025863876566290855)]","(None, [('fil', 0.6081393957138062), ('eng', 0.329744428396225), ('sv', 0.025863876566290855)])"
12777,18025,,"[('fil', 0.49635764956474304), ('eng', 0.30678173899650574), ('ilo', 0.06759247928857803)]","(None, [('fil', 0.49635764956474304), ('eng', 0.30678173899650574), ('ilo', 0.06759247928857803)])"
12778,13130,,"[('eng', 0.6914328336715698)]","(None, [('eng', 0.6914328336715698)])"
12778,20625,,"[('eng', 0.6139751672744751), ('nor', 0.3860248029232025)]","(None, [('eng', 0.6139751672744751), ('nor', 0.3860248029232025)])"
12789,16950,,,"(None, nan)"
12891,10475,,,"(None, None)"
12896,2872,,,"(None, None)"
12907,14431,,,"(None, nan)"
12907,14432,,,"(None, nan)"
12925,19275,,,"(None, nan)"
12946,16907,,,"(None, nan)"
12946,18925,,,"(None, nan)"
12973,6035,,,"(None, nan)"
12973,19640,,"[('eng', 0.9245812296867371), ('ita', 0.030193913727998734)]","(None, [('eng', 0.9245812296867371), ('ita', 0.030193913727998734)])"
13026,19816,,,"(None, None)"
13026,19817,,,"(None, None)"
13027,22393,,,"(None, nan)"
13039,830,,"[('eng', 0.8952762484550476)]","(None, [('eng', 0.8952762484550476)])"
13118,4357,,,"(None, nan)"
13118,8093,,,"(None, None)"
13138,5672,,,"(None, nan)"
13138,9869,,"[('por', 0.9200615882873535), ('so', 0.04513076692819595), ('jv', 0.028930380940437317)]","(None, [('por', 0.9200615882873535), ('so', 0.04513076692819595), ('jv', 0.028930380940437317)])"
13138,16160,,,"(None, nan)"
13138,20517,,"[('por', 0.8265662789344788), ('eng', 0.1191876009106636)]","(None, [('por', 0.8265662789344788), ('eng', 0.1191876009106636)])"
13146,14703,,,"(None, nan)"
13161,4901,,,"(None, nan)"
13217,1574,,"[('por', 0.8938496112823486), ('ita', 0.10615041851997375)]","(None, [('por', 0.8938496112823486), ('ita', 0.10615041851997375)])"
13217,8077,,"[('por', 0.8562219142913818), ('spa', 0.07867047190666199), ('la', 0.02512144297361374), ('kri', 0.008868369273841381)]","(None, [('por', 0.8562219142913818), ('spa', 0.07867047190666199), ('la', 0.02512144297361374), ('kri', 0.008868369273841381)])"
13217,26913,,"[('por', 0.9763665199279785), ('hun', 0.021669048815965652)]","(None, [('por', 0.9763665199279785), ('hun', 0.021669048815965652)])"
13223,1000,,"[('por', 0.9371870756149292), ('spa', 0.043977655470371246)]","(None, [('por', 0.9371870756149292), ('spa', 0.043977655470371246)])"
13223,1001,,"[('por', 0.9420382976531982), ('spa', 0.04620351642370224)]","(None, [('por', 0.9420382976531982), ('spa', 0.04620351642370224)])"
13223,4836,,,"(None, nan)"
13223,10907,,"[('por', 0.9395670890808105), ('spa', 0.04467922821640968)]","(None, [('por', 0.9395670890808105), ('spa', 0.04467922821640968)])"
13223,10908,,"[('por', 0.9437956809997559), ('spa', 0.044449612498283386)]","(None, [('por', 0.9437956809997559), ('spa', 0.044449612498283386)])"
